"Stotelės Nr.","Pavadinimas","Lng","Lat"
"2716","Dieveniškių st.","25.2488","54.63407"
"2717","Dieveniškių st.","25.24933","54.63383"
"2718","Miškiniai","25.23314","54.59085"
"2719","Salininkai","25.2496","54.60589"
"2720","Juodšiliai","25.26546","54.58107"
"2721","Vokės parkas","25.22004","54.59378"
"2722","Miškiniai","25.23398","54.59027"
"2723","1-ieji Juodšiliai","25.24924","54.58541"
"2724","1-ieji Juodšiliai","25.24828","54.58528"
"2725","Vokės parkas","25.21903","54.59501"
"2726","Miškinių sodai","25.2372","54.58885"
"2727","Miškinių sodai","25.2374","54.58871"
"2728","2-ieji Juodšiliai","25.26395","54.58512"
"2729","2-ieji Juodšiliai","25.26334","54.58496"
"2730","Miškiniai 1","25.24506","54.58579"
"2731","Salininkai","25.2505","54.60621"
"2732","Avinėlių st.","25.27409","54.60153"
"2733","Avinėlių st.","25.27397","54.60117"
"2801","Fermentų st.","25.14078","54.62471"
"2802","Fermentų st.","25.13989","54.62549"
"2802a","Fermentų st.","25.13932","54.62654"
"2803","Vokės st.","25.14314","54.62144"
"2804","Vokės st.","25.14492","54.61976"
"2805","Vokės st.","25.14521","54.61923"
"2806","Kazbėjų st.","25.14909","54.61645"
"2807","Kazbėjų st.","25.14953","54.61584"
"2808","Slėnis","25.15422","54.61215"
"2809","Slėnis","25.1544","54.61227"
"2810","Chemijos st.","25.15066","54.6274"
"2810a","Chemijos st.","25.14704","54.62689"
"2811","Chemijos st.","25.15099","54.62628"
"2811a","Chemijos st.","25.14667","54.6267"
"2812","Prekybos st.","25.15673","54.62128"
"2813","Prekybos st.","25.15741","54.62063"
"2814","Juodšilių st.","25.16242","54.61669"
"2815","Vilniaus st.","25.27069","54.60611"
"2816","Šaltinio st.","25.18212","54.60143"
"2817","Šaltinio st.","25.18311","54.60171"
"2818","Pagirių st.","25.19145","54.6051"
"2819","Pagirių st.","25.19153","54.60494"
"2820","Juodšilių st.","25.16298","54.61606"
"2821","Vytauto Andriaus Graičiūno st.","25.16","54.60814"
"2822","Kazbėjų žiedas","25.13801","54.6166"
"2823","Vilniaus Pergalė","25.15204","54.6141"
"2824","Krantinės st.","25.19113","54.60412"
"2825","Vilniaus Pergalė","25.15191","54.61403"
"2901","Valkininkų st.","25.19972","54.64395"
"2903","Fizikos institutas","25.18254","54.64212"
"2904","Lentvario st.","25.17833","54.63874"
"2905","Lentvario st.","25.17726","54.63836"
"2906","Aukštieji Paneriai","25.17403","54.63135"
"2907b","Galvės st.","25.15372","54.63296"
"2908","Galvės st.","25.15096","54.63247"
"2908a","Galvės st.","25.14985","54.63392"
"2908n","Galvės st.","25.15167","54.63327"
"2909","Galvės st.","25.1516","54.63219"
"2910","Galvės st.","25.1508","54.63274"
"2911","Deguonies st.","25.14652","54.63601"
"2912","Deguonies st.","25.14677","54.63568"
"2913","Granito st.","25.14349","54.63733"
"2914","Žarijų st.","25.14007","54.63239"
"2915","Žarijų st.","25.14053","54.63223"
"2916","Šešėlių st.","25.13566","54.6376"
"2917","Šešėlių st.","25.13563","54.63715"
"2918","Liudvinavo st.","25.13522","54.64067"
"2919","Liudvinavo st.","25.13522","54.64015"
"2920","Asfalto st.","25.13449","54.6448"
"2921","Asfalto st.","25.13463","54.64519"
"2922","Kulokiškės","25.14227","54.64564"
"2923","Kulokiškės","25.14395","54.64538"
"2924","Kauno plentas","25.15088","54.65424"
"2925","Kauno plentas","25.15088","54.65524"
"2926","Gariūnai","25.16061","54.65999"
"2927","Gariūnai","25.15913","54.65892"
"2928","Gariūnai","25.16073","54.65908"
"2929","Gariūnai","25.16286","54.6603"
"2929a","Gariūnai","25.15441","54.65854"
"2930","Jočionys","25.16171","54.66413"
"2931","Jočionys","25.16189","54.66474"
"2932","Elektrinės st.","25.16205","54.66746"
"2932a","Elektrinės st.","25.15901","54.667"
"2933","Vandenvala","25.17311","54.66539"
"2934","Vandenvala","25.1738","54.66534"
"2935","Liudvinava","25.12837","54.64705"
"2936","Liudvinava","25.12816","54.64716"
"2937","Vilijos st.","25.17316","54.63595"
"2938","Vilijos st.","25.17174","54.63557"
"2939","Prekybos bazė","25.13807","54.65806"
"2940","Stasylų st.","25.13073","54.62829"
"2941","Stasylų st.","25.13342","54.62871"
"2942","Gariūnų st.","25.14866","54.6559"
"2943","Gariūnų st.","25.15455","54.65296"
"2944","Elektrinės st.","25.16234","54.66774"
"2945","Aukštieji Paneriai","25.17376","54.63126"
"2946","Zuikių st.","25.19844","54.63242"
"2947","Vasarotojų st.","25.18591","54.62497"
"2948","Vasarotojų st.","25.18518","54.62522"
"2949","Kadugių st.","25.17996","54.62743"
"2950","Kadugių st.","25.18154","54.62674"
"2951","Vilijos st.","25.17254","54.63484"
"2999","Lentvaris","25.05303","54.64535"
"3000","Kilimų fabrikas","25.04649","54.65364"
"3001","Naujasis Lentvaris","25.05965","54.658"
"3002","Naujasis Lentvaris","25.05934","54.65801"
"3003","Lentvaris","25.05467","54.64507"
"3004","Kilimų fabrikas","25.04569","54.65519"
"3005","Vandenų st.","25.04874","54.65804"
"3101","Eduardo Andrė st.","25.10773","54.62894"
"3102","Juodbaliai","25.12092","54.61208"
"3103","Juodbaliai","25.12084","54.61189"
"3104","Daniliškės","25.13817","54.60105"
"3105","Gunkliškių st.","25.10127","54.6273"
"3106","Trakų Vokė","25.11","54.62368"
"3107","Juozo Tiškevičiaus st.","25.11329","54.62135"
"3108","Juozo Tiškevičiaus st.","25.11288","54.62198"
"3109","Trakų Vokė","25.11253","54.624"
"3110","Bičiulių st.","25.13419","54.60393"
"3111","Bičiulių st.","25.13479","54.60313"
"3112","Emilijos Pliaterytės st.","25.11657","54.61762"
"3113","Emilijos Pliaterytės st.","25.11674","54.617"
"3114","Metropolis","25.12912","54.60831"
"3115","Metropolis","25.12891","54.6087"
"3201","Pumpėnų st.","25.22192","54.72239"
"3202","Taikos st.","25.22279","54.72159"
"3203","Taikos st.","25.22162","54.72126"
"3204","Taikos st.","25.22263","54.7206"
"3205","Mykolo Biržiškos gimnazija","25.21716","54.72153"
"3206","Mykolo Biržiškos gimnazija","25.21843","54.72133"
"3207","Atžalyno st.","25.21426","54.71929"
"3208","Atžalyno st.","25.21413","54.71826"
"3209","Justiniškės","25.22209","54.71754"
"3211","Justiniškės","25.22085","54.71652"
"3212","Šiaurinė st.","25.21511","54.71554"
"3213","Šiaurinė st.","25.21486","54.71497"
"3214","Lūžiai","25.21661","54.7108"
"3215","Justiniškių žiedas","25.21251","54.70935"
"3216","Justiniškių žiedas","25.21334","54.70933"
"3217","Kaukaro st.","25.21422","54.70621"
"3218","Rygos st.","25.22962","54.71647"
"3219","Čiobiškio st.","25.232","54.71893"
"3220","Kaukaro st.","25.21579","54.70555"
"3301","Sūduvių st.","25.21922","54.72563"
"3302","Sūduvių st.","25.21906","54.72646"
"3303","Medeinos st.","25.21815","54.72871"
"3304","Medeinos st.","25.21902","54.72967"
"3305","Skalvių st.","25.21963","54.73455"
"3306","Skalvių st.","25.22005","54.73471"
"3306a","Skalvių st.","25.21798","54.73555"
"3307","Gabijos st.","25.22435","54.73135"
"3308","Gabijos st.","25.22632","54.7314"
"3310","Deivių st.","25.22905","54.73562"
"3311","Pašilaičiai","25.2305","54.73195"
"3312","Pašilaičiai","25.23164","54.73141"
"3313","Vilniaus rajono poliklinika","25.234","54.72332"
"3314","Vilniaus rajono poliklinika","25.23343","54.72281"
"3315","Žemynos st.","25.23398","54.72665"
"3316","Žemynos st.","25.23344","54.72576"
"3319","Juliaus Juzeliūno st.","25.23568","54.72918"
"3320","Juliaus Juzeliūno st.","25.23684","54.73041"
"3322","Gedvydžių st.","25.2342","54.73413"
"3323","Stasio Lozoraičio st.","25.24241","54.72401"
"3324","Pašilaičių žiedas","25.23387","54.72773"
"3325","Igno Šeiniaus st.","25.24353","54.72179"
"3326","Jurgio Baltrušaičio st.","25.23892","54.72934"
"3327","Jurgio Baltrušaičio st.","25.23961","54.72903"
"3328","Juliaus Juzeliūno st.","25.23504","54.73054"
"3329","Jurgio Baltrušaičio st.","25.23738","54.72944"
"3330","Skalvių st.","25.21859","54.73482"
"3331","Perkūno st.","25.22774","54.73936"
"3332","Perkūno st.","25.2272","54.73936"
"3335","Pašilaičių žiedas","25.2343","54.72842"
"3336","Pavilnionių st.","25.21449","54.73575"
"3337","Pavilnionių st.","25.21497","54.73569"
"3401","Kryžkelė","25.20941","54.70405"
"3402","Kryžkelė","25.20628","54.70551"
"3403","Tvenkinių st.","25.20082","54.71065"
"3404","Sidaronių st.","25.20298","54.70881"
"3405","Sidaronių st.","25.20358","54.70795"
"3501","Oskaro Milašiaus st.","25.31438","54.72783"
"3502","Lizdeikos st.","25.31366","54.72872"
"3503","Rato st.","25.30869","54.73082"
"3504","1-asis paplūdimys","25.29605","54.73311"
"3505","Vaidilutės st.","25.29455","54.73604"
"3506","2-asis paplūdimys","25.2946","54.74239"
"3507","Bruknių st.","25.30345","54.74355"
"3508","Meškeriotojų st.","25.32017","54.74621"
"3509","Meškeriotojų st.","25.31977","54.74585"
"3510","Turniškės","25.32753","54.74512"
"3511","Mėlynių st.","25.32285","54.74069"
"3512","Mėlynių st.","25.31569","54.73969"
"3513","Grybautojų st.","25.31756","54.7333"
"3514","Grybautojų st.","25.3182","54.73295"
"3515","Žuvėdrų st.","25.32414","54.7314"
"3516","Žuvėdrų st.","25.32467","54.73133"
"3517","Lakštingalų st.","25.32866","54.72995"
"3518","Lakštingalų st.","25.33112","54.72998"
"3519","Kiškių st.","25.33664","54.73383"
"3520","Kiškių st.","25.33814","54.73457"
"3521","Ežerėlių st.","25.34252","54.73784"
"3522","Ežerėlių st.","25.34438","54.73855"
"3523","Aukštagiris","25.35577","54.73049"
"3524","Dvarčionių kryžkelė","25.36972","54.73344"
"3525","Baniškės","25.3871","54.73451"
"3526","Kairėnai","25.40042","54.73623"
"3527","Gvazdikų st.","25.39804","54.74366"
"3528","Gvazdikų st.","25.39835","54.74315"
"3529","Žemoji Veržuva","25.40124","54.75002"
"3530","Žemoji Veržuva","25.40151","54.75002"
"3531","Vaguva","25.41687","54.74725"
"3532","Vaguva","25.41714","54.74711"
"3533","Aukštoji Veržuva","25.42812","54.74999"
"3534","Turniškių miškas","25.35776","54.74815"
"3535","Turniškių miškas","25.35849","54.74838"
"3536","Smėlynė","25.36489","54.75437"
"3537","Smėlynė","25.3658","54.75471"
"3538","Veržuvos st.","25.37262","54.76149"
"3539","Veržuvos st.","25.37405","54.76224"
"3540","Karačiūnai","25.38218","54.77234"
"3541","Karačiūnai","25.38303","54.77306"
"3542","Šilas","25.38346","54.78204"
"3543","Šilas","25.38376","54.78313"
"3544","Miškas","25.40463","54.78333"
"3545","Miškas","25.40316","54.78307"
"3546","Balžio st.","25.42904","54.79303"
"3547","Antaviliai","25.39775","54.79863"
"3548","Antaviliai","25.39651","54.79822"
"3549","Antavilių žiedas","25.39922","54.7998"
"3550","Jono Biliūno st.","25.39154","54.79425"
"3551","Jono Biliūno st.","25.39069","54.79371"
"3552","Nugalėtojų st.","25.34857","54.74172"
"3553","Nugalėtojų st.","25.34931","54.74176"
"3554","Svajonių st.","25.31469","54.74065"
"3555","Rato st.","25.3092","54.73071"
"3556","1-asis paplūdimys","25.29826","54.73266"
"3557","Vaidilutės st.","25.29415","54.7377"
"3558","Balžio žiedas","25.43652","54.79419"
"3559","Balžio st.","25.42967","54.793"
"3560","Laurų st.","25.38327","54.78949"
"3561","Vinciūniškės","25.39505","54.7591"
"3601","Senoji  Pilaitė","25.19664","54.70416"
"3602","Pilaitė","25.20108","54.70433"
"3603","Papilėnų st.","25.18741","54.70685"
"3604","Papilėnų st.","25.18651","54.70816"
"3605","Tolminkiemio st.","25.18009","54.70721"
"3606","Tolminkiemio st.","25.18119","54.70736"
"3607","Karaliaučiaus st.","25.17582","54.70725"
"3608","Karaliaučiaus st.","25.17572","54.7074"
"3609","Gilužio st.","25.17438","54.704"
"3610","Kriaučiūnų st.","25.14536","54.70387"
"3611","Platiniškės","25.12455","54.70423"
"3612","Bitėnų st.","25.17195","54.70178"
"3613","Bitėnų st.","25.17235","54.70169"
"3614","Gilužio st.","25.17449","54.70451"
"3615","Kriaučiūnai","25.14919","54.71244"
"3616","Kriaučiūnai","25.15055","54.712"
"3617","Papiškės","25.13202","54.71607"
"3618","Papiškės","25.12997","54.71643"
"3619","Vaivadiškės","25.11279","54.71746"
"3620","Vaivadiškės","25.11156","54.7172"
"3621","Bitėnų žiedas","25.17291","54.7032"
"3622","Smalinės st.","25.18742","54.70932"
"3623","Įsruties st.","25.18122","54.71045"
"3624","Įsruties st.","25.18293","54.70994"
"3625","Pajautos st.","25.17406","54.7105"
"3626","Pajautos st.","25.17608","54.71018"
"3627","Pajautos st.","25.17488","54.70977"
"3628","Karaliaučiaus st.","25.1751","54.70798"
"3629","Smalinės st.","25.18792","54.70855"
"3630","Senoji Pilaitė","25.19571","54.70462"
"3631","Papilėnų st.","25.18821","54.70683"
"3632","Padekaniškės","25.16035","54.71059"
"3633","Padekaniškės","25.16118","54.71052"
"3634","Pilaitė","25.2017","54.70306"
"3635","Papilėnų st.","25.18781","54.70753"
"3801","Stasio Lozoraičio st.","25.24251","54.7244"
"3802","Fabijoniškės","25.23739","54.73145"
"3803","Takas","25.23689","54.73296"
"3804","Takas","25.23594","54.73416"
"3805","Gedvydžių st.","25.23419","54.73463"
"3806","Gedvydžių st.","25.2373","54.73634"
"3807","Gedvydžių st.","25.23822","54.73702"
"3809","Fabijoniškių žiedas","25.24044","54.73933"
"3810","Fabijoniškių žiedas","25.24147","54.73906"
"3811","Fabijoniškių žiedas","25.24062","54.74009"
"3812","Sporto gimnazija","25.24241","54.73161"
"3813","Kaimelio žiedas","25.24446","54.7316"
"3814","Sporto gimnazija","25.2447","54.73299"
"3815","Pijaus Žadeikos st.","25.24626","54.7349"
"3816","Pijaus Žadeikos st.","25.24753","54.73504"
"3817","Antano Jonyno st.","25.24744","54.73137"
"3818","Antano Jonyno st.","25.24893","54.73156"
"3819","Liudo Giros st.","25.2521","54.73329"
"3820","Liudo Giros st.","25.25311","54.734"
"3821","Liudo Giros st.","25.25369","54.73313"
"3822","Liudo Giros st.","25.25421","54.73376"
"3823","Mykolo Romerio universitetas","25.25795","54.73517"
"3824","Pamiškė","25.2549","54.73041"
"3825","Pamiškė","25.25452","54.72958"
"3826","Simono Stanevičiaus st.","25.25418","54.7261"
"3827","Simono Stanevičiaus st.","25.25372","54.7252"
"3828","Jovaro st.","25.25396","54.72384"
"3829","Jovaro st.","25.25407","54.72287"
"3831","Pijaus Žadeikos st.","25.24623","54.73552"
"3832","Igno Šeiniaus st.","25.24426","54.72146"
"3833","Salomėjos Nėries st.","25.23245","54.73729"
"3834","Salomėjos Nėries st.","25.23175","54.73817"
"3835","Liudviko Zamenhofo st.","25.22889","54.74106"
"3836","Liudviko Zamenhofo st.","25.22754","54.74203"
"3837","Mykolo Lietuvio st.","25.22563","54.74357"
"3838","Išlaipinimas","25.22603","54.7438"
"3839","Kaimelio st.","25.24448","54.73059"
"3840","Kaimelio žiedas","25.24488","54.73155"
"3890","Kaimelio žiedas","25.2443","54.73141"
"3901","Mūrinė Vokė","25.12176","54.64828"
"3902","Juliaus Janonio st.","25.11084","54.64765"
"3903","Juliaus Janonio st.","25.10911","54.64778"
"3904","Bališkės","25.09966","54.64632"
"3905","Bališkės","25.09864","54.64613"
"3906","1-asis Lentvaris","25.06552","54.64437"
"3907","1-asis Lentvaris","25.06487","54.64427"
"3910","Raudonbalė","25.18096","54.74939"
"3911","Mūrinė Vokė","25.12157","54.64838"
"3912","Stasio Krasausko st.","25.09079","54.64433"
"3913","Stasio Krasausko st.","25.0912","54.64446"
"4001","Žirnių st.","25.30396","54.65392"
"4002","Kinologijos centras","25.32131","54.64878"
"4003","Kelininkų st.","25.30308","54.65048"
"4004","Šalčininkų kryptis","25.30285","54.64484"
"4005","Miško parkas","25.30331","54.63609"
"4006","Salininkų sodai","25.28465","54.61823"
"4007","Sakalaičių st.","25.27568","54.61421"
"4008","Pervaža","25.27467","54.60923"
"4009","Svirno st.","25.30796","54.61865"
"4010","Svirno st.","25.30824","54.61725"
"4011","Basiukai","25.31046","54.61206"
"4012","Basiukai","25.31098","54.61052"
"4013","Katiliškės","25.31308","54.60612"
"4014","Katiliškės","25.31304","54.60436"
"4015","Lydos st.","25.30561","54.62535"
"4016","Kalnėnai","25.33164","54.6546"
"4017","Rukainių st.","25.33716","54.65425"
"4018","Italų st.","25.33166","54.65277"
"4019","Ašmenėlės st.","25.34892","54.65116"
"4020","Kalnėnai","25.33125","54.65453"
"4021","Tautų st.","25.32442","54.65117"
"4022","Tautų st.","25.3247","54.65116"
"4101","Kovo 11-osios st.","25.08719","54.67498"
"4101a","Kovo 11-osios st.","25.09071","54.67347"
"4102","Kunigiškių st.","25.09277","54.67057"
"4102b","Kunigiškių st.","25.09292","54.67044"
"4103","Šviesos st.","25.09672","54.66945"
"4103a","Šviesos st.","25.09656","54.66941"
"4104","Salos","25.10068","54.66833"
"4104b","Salos","25.10393","54.66862"
"4105","Grigiškės","25.08955","54.67206"
"4106","Neravų st.","25.11174","54.66864"
"4108","Grigiškių žiedas","25.08734","54.67524"
"4109","Dėdeliškės","25.05604","54.68388"
"4110","Dėdeliškės","25.05657","54.68401"
"4111","Moluvėnai","25.03231","54.69235"
"4112","Kranto st.","25.08072","54.67349"
"4113","Žalioji st.","25.0772","54.66999"
"4114","Grigiškių žiedas","25.08231","54.67362"
"4115","Kranto st.","25.08022","54.67329"
"4116","Žalioji st.","25.07668","54.66959"
"4117","Valai","25.06356","54.70009"
"4301","Minsko plentas","25.33872","54.64434"
"4302","Sodai","25.34666","54.64243"
"4303","Nemėžis","25.35694","54.63997"
"4304","Daržininkai","25.36844","54.6372"
"4306","Posūkis","25.39308","54.62644"
"4307","Stankutiškės","25.38993","54.62039"
"4308","Stankutiškės","25.39024","54.62085"
"4309","Sodžiaus st.","25.38901","54.6139"
"4310","Sodžiaus st.","25.38872","54.61364"
"4311","Skaidiškių žiedas","25.38701","54.6104"
"4312","Skaidiškių žiedas","25.38599","54.60943"
"4313","Skaidiškės","25.38387","54.60583"
"4314","Skaidiškės","25.38357","54.6064"
"4315","Skaistės st.","25.39316","54.60573"
"4316","Skaidiškės","25.38255","54.60569"
"4317","Draugystės st.","25.36351","54.59592"
"4318","Draugystės st.","25.36412","54.59598"
"4319","Rudamina","25.3512","54.59238"
"4320","Rudamina","25.34825","54.59135"
"4321","Čekėnų st.","25.33798","54.59302"
"4322","Čekėnų st.","25.33948","54.59265"
"4323","Rudaminos paukštynas","25.32915","54.59484"
"4324","Rudaminos paukštynas","25.32951","54.59464"
"4325","Kineliai","25.31564","54.5976"
"4326","Kineliai","25.31626","54.59737"
"4327","Daržininkai","25.3667","54.63803"
"4329","Posūkis","25.39227","54.62727"
"4330","Čekėnai","25.3481","54.59052"
"4331","UAB ""Vingės terminalas""","25.45632","54.60928"
"4350","Nemėžis","25.35582","54.63881"
"4351","Baltarusių st.","25.34363","54.63364"
"4352","Vladislavo Sirokomlės st.","25.35393","54.63453"
"4353","Sodybų st.","25.32668","54.63182"
"4355","Vyturių st.","25.32758","54.63744"
"4357","Vilties st.","25.33503","54.64456"
"4358","Šveicarų st.","25.32657","54.63509"
"4359","Ramunių st.","25.33531","54.63259"
"4401","Tvenkinių st.","25.20066","54.71104"
"4402","Buivydiškės","25.19645","54.71687"
"4403","Buivydiškės","25.19697","54.71735"
"4404","Sodų st.","25.18789","54.72409"
"4405","Sodų st.","25.18717","54.72427"
"4406","Zujūnai","25.18153","54.72671"
"4407","Naujosios Gineitiškės","25.20137","54.73597"
"4408","Antežeriai","25.18649","54.73377"
"4409","Antežeriai","25.18527","54.73255"
"4410","Zujūnai","25.18209","54.72662"
"4411","Naujosios Gineitiškės","25.20239","54.73583"
"4412","Senosios Gineitiškės","25.18928","54.7359"
"4413","Senosios Gineitiškės","25.19373","54.73565"
"4414","Ąžuolų st.","25.19473","54.7205"
"4415","Ąžuolų st.","25.19339","54.72171"
"4601","Purienų st.","25.41235","54.72575"
"4602","Galgiai","25.41133","54.72031"
"4603","Galgiai","25.4115","54.71935"
"4604","Vakario st.","25.4126","54.71454"
"4901","2–osios Bukiškės","25.19852","54.76309"
"4902","1–osios Bukiškės","25.20003","54.76356"
"4903","Aušveita","25.07921","54.677"
"4904","Vosyliukai","25.02645","54.71087"
"5001","Pavilionys","25.2241","54.74187"
"5002","Pavilionys","25.22351","54.74197"
"5003","Medelynas","25.21377","54.75095"
"5004","Medelynas","25.21489","54.74959"
"5005","Bukiškių st.","25.20566","54.75758"
"5006","Tarandė","25.20812","54.74938"
"5007","Tarandė","25.20724","54.74932"
"5008","Laidagaliai","25.19002","54.74685"
"5009","Laidagaliai","25.19087","54.74665"
"5010","Tomo Žebrausko st.","25.2003","54.7483"
"5011","Tomo Žebrausko st.","25.19964","54.748"
"5012","Pagrandos st.","25.18268","54.74662"
"5013","Pagrandos st.","25.18251","54.74649"
"5014","Kelmiškių st.","25.17862","54.74907"
"5015","Bukiškių st.","25.20586","54.75776"
"5101","Didžioji Riešė","25.25682","54.8061"
"5102","Didžioji Riešė","25.25674","54.80684"
"5103","Riešės gimnazija","25.23333","54.80872"
"5104","Riešės gimnazija","25.23469","54.80856"
"5105","Riešės žirgynas","25.23159","54.80921"
"5106","Vanaginė","25.27291","54.77539"
"5107","Vanaginė","25.27197","54.7738"
"5108","Raisteliai","25.21761","54.61123"
"5109","Raisteliai","25.21812","54.61139"
"5110","Baltoji Vokė","25.1938","54.6033"
"5110a","Baltoji Vokė","25.19765","54.6018"
"5111","Baltoji Vokė","25.19329","54.60365"
"5111a","Baltoji Vokė","25.19832","54.60173"
"5112","Žemieji Pagiriai","25.20442","54.5815"
"5113","Žemieji Pagiriai","25.20609","54.58272"
"5114","Pagiriai","25.19829","54.57716"
"5115","Skersinės st.","25.2716","54.76453"
"5116","Skersinės st.","25.2719","54.76518"
"5117","Ąžuolijai","25.24273","54.62168"
"5118","Margirio st.","25.18706","54.61256"
"5119","Gulbinai","25.27653","54.78872"
"5120","Gulbinai","25.27437","54.78675"
"5121","Riešė","25.27179","54.80526"
"5122","Riešė","25.27283","54.80453"
"5123","Margirio st.","25.18688","54.61288"
"5124","Agrastų st.","25.17703","54.62943"
"5125","Kiparisų st.","25.27196","54.78219"
"5126","Kiparisų st.","25.27173","54.78325"
"5127","Samanų st.","25.26938","54.78641"
"5128","Samanų st.","25.26907","54.78714"
"5129","Lauko st.","25.26597","54.79221"
"5130","Lauko st.","25.26582","54.79315"
"5131","Kaštonų st.","25.26213","54.79815"
"5132","Kaštonų st.","25.26211","54.79836"
"5133","Pirmieji Pagiriai","25.21041","54.58635"
"5134","Pirmieji Pagiriai","25.21116","54.58711"
"5135","Beržų st.","25.2482","54.80771"
"5136","Kelmijos sodai","25.24382","54.60828"
"5137","Kelmijos sodai","25.24404","54.60789"
"5138","Durpių st.","25.20456","54.59657"
"5139","Durpių st.","25.20494","54.59582"
"5140","Raudondvaris","25.27773","54.82597"
"5141","Riešė","25.27466","54.80722"
"5142","Rugių st.","25.26928","54.73801"
"5143","Rugių st.","25.27044","54.73819"
"5144","Karveliškių kapinės","25.10116","54.70931"
"5144a","Karveliškių kapinės","25.10079","54.70928"
"5145","Raistelių miškas","25.23016","54.61127"
"5146","Raistelių miškas","25.23105","54.61112"
"5147","Žalgirio žiedas(atstovos vieta","25.28474","54.70403"
"5151","Žvėryno žiedas","25.2462","54.69846"
"5152","Akropolis","25.25835","54.7105"
"5153","Bazilijonų st.","25.28657","54.67408"
"5155","Radvilų rūmai","25.27895","54.68384"
"5157","Eglių st.","25.25566","54.67661"
"5158","Lazdynų ligoninė","25.20662","54.66907"
"5159","Kaimelio st.","25.24621","54.73066"
"5160","Grigaičiai","25.41305","54.68095"
"5161","Jaunimo st.","25.41217","54.66994"
"5162","Jaunimo st.","25.41227","54.66979"
"5163","Grigaičių žiedas","25.41555","54.6643"
"5164","Piliakalnio st.","25.21175","54.69991"
"5165","Piliakalnio st.","25.21248","54.69943"
"5166","Sietyno st.","25.22343","54.70037"
"5167","Sietyno st.","25.22116","54.69967"
"5169","Totorių st.","25.18934","54.57003"
"5170","Totorių st.","25.19028","54.57065"
"5171","Vėjo st.","25.17849","54.56786"
"5172","Vėjo st.","25.17931","54.56821"
"5173","Molynė","25.16843","54.56153"
"5174","Molynė","25.16925","54.56158"
"5175","Keturiasdešimt Totorių k.","25.16618","54.56012"
"5176","Sietyno st.","25.22124","54.69858"
"5177","Autobusų parkas","25.29589","54.72092"
"5178","Kuprioniškės","25.33163","54.64104"
"5179","Girinaičių st.","25.38975","54.77744"
"5180","Girinaičių st.","25.38993","54.77745"
"5181","Trimitų st.","25.28703","54.70357"
"5182","Žvejų st.","25.2887","54.69004"
"5183","Žvejų st.","25.2891","54.6917"
"5184","Rinktinės st.","25.28838","54.69508"
"5185","Herkaus Manto st.","25.2866","54.7011"
"5186","Herkaus Manto st.","25.28623","54.70068"
"5187","Žygio st.","25.28946","54.7046"
"5188","Rinktinės st.","25.28809","54.69506"
"5189","Erfurto st.","25.20062","54.67357"
"5190","Sietyno st.","25.22087","54.69893"
"5191","Prašiškės","25.27152","54.76817"
"5192","Beržų st.","25.24737","54.80781"
"5193","Erfurto st.","25.2008","54.67448"
"5194","Karklėnai","25.41434","54.67563"
"5195","Karklėnai","25.41456","54.67586"
"5196","Giraitės st.","25.23783","54.66898"
"5197","Giraitės st.","25.23817","54.66873"
"5198","Prašiškės","25.27183","54.7686"
"5199","Panerių miškas","25.2278","54.61641"
"5200","Panerių miškas","25.22945","54.61701"
"5201","Kooperatyvo st.","25.26002","54.80107"
"5202","Kooperatyvo st.","25.25981","54.8018"
"5206","Vanaginės žiedas","25.27287","54.78134"
"5207","Mažoji Riešė","25.20298","54.80256"
"5208","Mažoji Riešė","25.20327","54.80298"
"5209","Bendoriai","25.198","54.79505"
"5210","Bendoriai","25.19782","54.79589"
"5211","Bendorėliai","25.1956","54.79022"
"5212","Bendorėliai","25.19491","54.7893"
"5213","Klevinė","25.19315","54.78092"
"5214","Klevinė","25.19251","54.78039"
"5215","Durpynas","25.19732","54.7699"
"5216","Durpynas","25.1956","54.7701"
"5217","Ežero st.","25.22572","54.80919"
"5218","Ežero st.","25.22401","54.8088"
"5300","Lazdynų ligoninė","25.20723","54.66903"
